Team,Play_num_team,Drive,Play_num_drive,Quarter,New_q,New_q_team,Play_type,Result_final,1st_down,Points,SR_run_cume,SR_pass_cume,runRate_cume
Alabama,1,1,1,1,1,1,pass,Not successful,,,,0.00,0.00
Alabama,2,1,2,1,,,run,Not successful,,,0.00,0.00,0.50
Alabama,3,1,3,1,,,pass,Not successful,,,0.00,0.00,0.33
LSU,1,1,1,1,,1,pass,Not successful,,,,0.00,0.00
LSU,2,1,2,1,,,pass,Not successful,,,,0.00,0.00
LSU,3,1,3,1,,,pass,Not successful,,,,0.00,0.00
LSU,4,1,4,1,,,field goal,Not successful,,,,0.00,0.00
Alabama,4,2,1,1,,,pass,Not successful,,,0.00,0.00,0.25
Alabama,5,2,2,1,,,run,Successful,,,0.50,0.00,0.40
Alabama,6,2,3,1,,,pass,Not successful,,,0.50,0.00,0.33
LSU,5,2,1,1,,,run,Not successful,,,0.00,0.00,0.25
LSU,6,2,2,1,,,pass,Not successful,,,0.00,0.00,0.20
LSU,7,2,3,1,,,pass,Explosive,1D,,0.00,0.20,0.17
LSU,8,2,4,1,,,run,Not successful,,,0.00,0.20,0.29
LSU,9,2,5,1,,,pass,Not successful,,,0.00,0.17,0.25
LSU,10,2,6,1,,,pass,Not successful,,,0.00,0.14,0.22
Alabama,7,3,1,1,,,pass,Not successful,,,0.50,0.00,0.29
Alabama,8,3,2,1,,,run,Not successful,,,0.33,0.00,0.38
Alabama,9,3,3,1,,,pass,Not successful,,,0.33,0.00,0.33
LSU,11,3,1,1,,,run,Not successful,,,0.00,0.14,0.30
LSU,12,3,2,1,,,run,Not successful,,,0.00,0.14,0.36
LSU,13,3,3,1,,,pass,Not successful,,,0.00,0.13,0.33
Alabama,10,4,1,1,,,run,Not successful,,,0.25,0.00,0.40
Alabama,11,4,2,1,,,pass,Not successful,,,0.25,0.00,0.36
Alabama,12,4,3,1,,,run,Successful,1D,,0.40,0.00,0.42
Alabama,13,4,4,1,,,run,Not successful,,,0.33,0.00,0.46
Alabama,14,4,5,1,,,pass,Successful,,,0.33,0.13,0.43
Alabama,15,4,6,1,,,run,Successful,1D,,0.43,0.13,0.47
Alabama,16,4,7,1,,,run,Not successful,,,0.38,0.13,0.50
Alabama,17,4,8,1,,,run,Successful,,,0.44,0.13,0.53
Alabama,18,4,9,1,,,run,Not successful,,,0.40,0.13,0.56
LSU,14,4,1,2,2,2,pass,Not successful,,,0.00,0.11,0.31
