Team,Play_num_team,Drive,Play_num_drive,Quarter,New_q,New_q_team,Play_type,Result_final,1st_down,Points,SR_run_cume,SR_pass_cume,runRate_cume
Clemson,1,1,2,1,1,1,run,Not successful,,,0.00,,1.00
Clemson,2,1,3,1,,,pass,Not successful,,,0.00,0.00,0.50
Clemson,3,1,4,1,,,pass,Not successful,,,0.00,0.00,0.33
Alabama,1,1,1,1,,1,run,Successful,,,1.00,,1.00
Alabama,2,1,2,1,,,run,Not successful,,,0.50,,1.00
Alabama,3,1,3,1,,,pass,Not successful,,,0.50,0.00,0.67
Clemson,4,2,1,1,,,run,Not successful,,,0.00,0.00,0.50
Clemson,5,2,2,1,,,run,Not successful,,,0.00,0.00,0.60
Clemson,6,2,3,1,,,pass,Not successful,,,0.00,0.00,0.50
Alabama,4,2,1,1,,,run,Explosive,1st down,,0.67,0.00,0.75
Alabama,5,2,2,1,,,run,Not successful,,,0.50,0.00,0.80
Alabama,6,2,3,1,,,pass,Successful,,,0.50,0.50,0.67
Alabama,7,2,4,1,,,run,Successful,1st down,,0.60,0.50,0.71
Alabama,8,2,5,1,,,run,Successful,,,0.67,0.50,0.75
Alabama,9,2,6,1,,,run,Not successful,,,0.57,0.50,0.78
Alabama,10,2,7,1,,,no play,Successful,1st down,,0.57,0.50,0.78
Alabama,11,2,8,1,,,no play,Not successful,,,0.57,0.50,0.78
Alabama,12,2,9,1,,,run,Not successful,,,0.50,0.50,0.80
Alabama,13,2,10,1,,,run,Not successful,,,0.44,0.50,0.82
Alabama,14,2,11,1,,,pass,Not successful,,,0.44,0.33,0.75
Clemson,7,3,2,1,,,run,Not successful,,,0.00,0.00,0.57
Clemson,8,3,3,1,,,pass,Not successful,,,0.00,0.00,0.50
Clemson,9,3,4,1,,,pass,Not successful,,,0.00,0.00,0.44
Alabama,15,3,1,1,,,run,Not successful,,,0.40,0.33,0.77
Alabama,16,3,2,1,,,run,Successful,,,0.45,0.33,0.79
Alabama,17,3,3,1,,,run,Successful,1st down,,0.50,0.33,0.80
Alabama,18,3,4,1,,,run,Not successful,,,0.46,0.33,0.81
Alabama,19,3,5,1,,,pass,Not successful,,,0.46,0.25,0.76
Alabama,20,3,6,1,,,pass,Explosive,1st down,,0.46,0.40,0.72
Alabama,21,3,7,1,,,run,Not successful,,,0.43,0.40,0.74
Alabama,22,3,8,1,,,pass,Successful,,6,0.43,0.50,0.70
Clemson,10,4,2,1,,,pass,Not successful,,,0.00,0.00,0.40
Clemson,11,5,1,2,2,2,run,Not successful,,,0.00,0.00,0.45
Clemson,12,5,2,2,,,run,Explosive,1st down,,0.17,0.00,0.50
Clemson,13,5,3,2,,,run,Not successful,,,0.14,0.00,0.54
Clemson,14,5,4,2,,,pass,Not successful,,,0.14,0.00,0.50
Clemson,15,5,5,2,,,pass,Explosive,1st down,,0.14,0.13,0.47
Clemson,16,5,6,2,,,run,Not successful,,,0.13,0.13,0.50
Clemson,17,5,7,2,,,pass,Successful,,,0.13,0.22,0.47
Clemson,18,5,8,2,,,run,Successful,1st down,,0.22,0.22,0.50
Clemson,19,5,9,2,,,pass,Not successful,,,0.22,0.20,0.47
Clemson,20,5,10,2,,,run,Not successful,,,0.20,0.20,0.50
Clemson,21,5,11,2,,,pass,Not successful,,,0.20,0.18,0.48
Alabama,23,4,2,2,,2,pass,Not successful,,,0.43,0.43,0.67
Alabama,24,4,3,2,,,pass,Explosive,1st down,,0.43,0.50,0.64
Alabama,25,4,4,2,,,pass,Not successful,,,0.43,0.44,0.61
Alabama,26,4,5,2,,,pass,Successful,,,0.43,0.50,0.58
Alabama,27,4,6,2,,,run,Successful,1st down,,0.47,0.50,0.60
Alabama,28,4,7,2,,,pass,Not successful,,,0.47,0.45,0.58
Alabama,29,4,8,2,,,run,Not successful,,,0.44,0.45,0.59
Alabama,30,4,9,2,,,pass,Not successful,,,0.44,0.42,0.57
Clemson,22,6,1,2,,,pass,Explosive,1st down,,0.20,0.25,0.45
