Team,Play_num_team,Drive,Play_num_drive,Quarter,New_q,New_q_team,Play_type,Result_final,1st_down,Points,SR_run_cume,SR_pass_cume,runRate_cume
Mississippi,1,1,2,1,1,1,run,Not successful,,,0.00,,1.00
Mississippi,2,1,3,1,,,pass,Not successful,,,0.00,0.00,0.50
Mississippi,3,1,4,1,,,pass,Not successful,,,0.00,0.00,0.33
Alabama,1,1,1,1,,1,run,Not successful,,,0.00,,1.00
Alabama,2,1,2,1,,,pass,Not successful,,,0.00,0.00,0.50
Alabama,3,1,3,1,,,pass,Not successful,,,0.00,0.00,0.33
Mississippi,4,2,1,1,,,run,Not successful,,,0.00,0.00,0.50
Mississippi,5,2,2,1,,,pass,Not successful,,,0.00,0.00,0.40
Mississippi,6,2,3,1,,,pass,Not successful,,,0.00,0.00,0.33
Alabama,4,2,1,1,,,pass,Successful,1st down,,0.00,0.33,0.25
Alabama,5,2,2,1,,,run,Not successful,,,0.00,0.33,0.40
Alabama,6,2,3,1,,,run,Not successful,,,0.00,0.33,0.50
Alabama,7,2,4,1,,,run,Explosive,1st down,,0.25,0.33,0.57
Alabama,8,2,5,1,,,pass,Not successful,,,0.25,0.25,0.50
Alabama,9,2,6,1,,,run,Successful,,6,0.40,0.25,0.56
Mississippi,7,3,2,1,,,run,Successful,,,0.33,0.00,0.43
Mississippi,8,3,3,1,,,pass,Not successful,,,0.33,0.00,0.38
Mississippi,9,3,4,1,,,pass,Not successful,,,0.33,0.00,0.33
Mississippi,10,4,2,1,,,run,Explosive,1st down,,0.50,0.00,0.40
Mississippi,11,4,3,1,,,pass,Explosive,1st down,,0.50,0.14,0.36
Mississippi,12,4,4,1,,,run,Successful,,,0.60,0.14,0.42
Mississippi,13,4,5,1,,,pass,Not successful,,,0.60,0.13,0.38
Mississippi,14,4,6,1,,,pass,Not successful,,,0.60,0.11,0.36
Alabama,10,4,1,1,,,run,Not successful,,,0.33,0.25,0.60
Alabama,11,4,2,1,,,pass,Explosive,1st down,,0.33,0.40,0.55
Alabama,12,4,3,1,,,pass,Explosive,1st down,,0.33,0.50,0.50
Alabama,13,4,4,1,,,run,Not successful,,,0.29,0.50,0.54
Alabama,14,4,5,1,,,pass,Successful,,6,0.29,0.57,0.50
Mississippi,15,5,2,1,,,pass,Explosive,1st down,,0.60,0.20,0.33
