Team,Play_num_team,Drive,Play_num_drive,Quarter,New_q,New_q_team,Play_type,Result_final,1st_down,Points,SR_run_cume,SR_pass_cume,runRate_cume
Alabama,1,1,1,1,1,1,pass,Successful,,,,1.00,0.00
Alabama,2,1,2,1,,,run,Successful,1D,,1.00,1.00,0.50
Alabama,3,1,3,1,,,run,Successful,,,1.00,1.00,0.67
Alabama,4,1,4,1,,,pass,Successful,1D,,1.00,1.00,0.50
Alabama,5,1,5,1,,,run,Not successful,,,0.67,1.00,0.60
Alabama,6,1,6,1,,,run,Explosive,1D,,0.75,1.00,0.67
Alabama,7,1,7,1,,,run,Successful,,,0.80,1.00,0.71
Alabama,8,1,8,1,,,run,Not successful,,,0.67,1.00,0.75
Arkansas,1,1,1,1,,1,pass,Successful,,,,1.00,0.00
Arkansas,2,1,2,1,,,pass,Not successful,,,,0.50,0.00
Arkansas,3,1,3,1,,,run,Successful,1D,,1.00,0.50,0.33
Arkansas,4,1,4,1,,,run,Not successful,,,0.50,0.50,0.50
Arkansas,5,1,5,1,,,penalty,Not successful,,,0.50,0.50,0.50
Arkansas,6,1,6,1,,,pass,Not successful,,,0.50,0.33,0.40
Arkansas,7,1,7,1,,,pass,Not successful,,,0.50,0.25,0.33
Alabama,9,2,1,1,,,pass,Successful,1D,,0.67,1.00,0.67
Alabama,10,2,2,1,,,run,Explosive,1D,,0.71,1.00,0.70
Alabama,11,2,3,1,,,run,Successful,,6,0.75,1.00,0.73
Alabama,12,3,1,1,,,run,Successful,,,0.78,1.00,0.75
Alabama,13,3,2,1,,,run,Not successful,,,0.70,1.00,0.77
Alabama,14,3,3,1,,,pass,Successful,1D,,0.70,1.00,0.71
Alabama,15,3,4,1,,,pass,Not successful,,,0.70,0.80,0.67
Alabama,16,3,5,1,,,run,Successful,,6,0.73,0.80,0.69
Alabama,17,3,7,1,,,penalty,Successful,,,0.73,0.80,0.69
Arkansas,8,2,1,1,,,pass,Not successful,,,0.50,0.20,0.29
Arkansas,9,2,2,1,,,pass,Not successful,,,0.50,0.17,0.25
Arkansas,10,2,3,1,,,pass,Explosive,1D,,0.50,0.29,0.22
Arkansas,11,2,4,1,,,run,Not successful,,,0.33,0.29,0.30
Arkansas,12,2,5,1,,,pass,Not successful,,,0.33,0.25,0.27
Arkansas,13,2,6,1,,,pass,Explosive,1D,,0.33,0.33,0.25
Arkansas,14,2,7,1,,,pass,Not successful,,,0.33,0.30,0.23
Arkansas,15,2,8,1,,,run,Explosive,1D,,0.50,0.30,0.29
Arkansas,16,2,9,1,,,pass,Explosive,1D,6,0.50,0.36,0.27
Alabama,18,4,1,1,,,pass,Explosive,1D,,0.73,0.83,0.65
Alabama,19,4,2,1,,,pass,Not successful,,,0.73,0.71,0.61
Alabama,20,4,3,1,,,run,Not successful,,,0.67,0.71,0.63
Alabama,21,4,4,1,,,pass,Successful,1D,,0.67,0.75,0.60
Alabama,22,4,5,1,,,penalty,Not successful,,,0.67,0.75,0.60
Alabama,23,4,6,2,2,2,pass,Not successful,,,0.67,0.67,0.57
Alabama,24,4,7,2,,,run,Not successful,,,0.62,0.67,0.59
Alabama,25,4,8,2,,,run,Not successful,,,0.57,0.67,0.61
Arkansas,17,3,1,2,,2,run,Not successful,,,0.40,0.36,0.31
Arkansas,18,3,2,2,,,run,Not successful,,,0.33,0.36,0.35
Arkansas,19,4,1,2,,,pass,Not successful,,,0.33,0.33,0.33
Arkansas,20,4,2,2,,,pass,Not successful,,,0.33,0.31,0.32
Arkansas,21,4,3,2,,,run,Explosive,,,0.43,0.31,0.35
Alabama,26,6,1,2,,,pass,Explosive,1D,,0.57,0.70,0.58
Alabama,27,6,2,2,,,run,Successful,,,0.60,0.70,0.60
Alabama,28,6,3,2,,,run,Not successful,,,0.56,0.70,0.62
Alabama,29,6,4,2,,,pass,Explosive,1D,6,0.56,0.73,0.59
Arkansas,22,5,1,2,,,run,Not successful,,,0.38,0.31,0.38
Arkansas,23,5,2,2,,,run,Successful,1D,,0.44,0.31,0.41
Arkansas,24,5,3,2,,,pass,Not successful,,,0.44,0.29,0.39
Arkansas,25,5,4,2,,,pass,Explosive,1D,,0.44,0.33,0.38
Arkansas,26,5,5,2,,,pass,Not successful,,,0.44,0.31,0.36
Arkansas,27,5,6,2,,,pass,Successful,,,0.44,0.35,0.35
Arkansas,28,5,7,2,,,run,Successful,1D,,0.50,0.35,0.37
Arkansas,29,5,8,2,,,pass,Successful,,,0.50,0.39,0.36
Arkansas,30,5,9,2,,,run,Successful,1D,,0.55,0.39,0.38
Arkansas,31,5,10,2,,,no play,Not successful,,,0.55,0.39,0.38
Arkansas,32,5,11,2,,,pass,Successful,,,0.55,0.42,0.37
Arkansas,33,5,12,2,,,pass,Not successful,,,0.55,0.40,0.35
Arkansas,34,5,13,2,,,pass,Not successful,,,0.55,0.38,0.34
Arkansas,35,5,14,2,,,field goal,Successful,,3,0.55,0.38,0.34
Arkansas,36,5,15,2,,,penalty,Not successful,,,0.55,0.38,0.34
Alabama,30,7,1,2,,,pass,Explosive,1D,,0.56,0.75,0.57
Alabama,31,7,2,2,,,run,Not successful,,,0.53,0.75,0.59
Alabama,32,7,3,2,,,run,Successful,1D,,0.56,0.75,0.60
Alabama,33,7,4,2,,,run,Explosive,1D,6,0.58,0.75,0.61
Arkansas,37,6,1,2,,,run,Successful,,,0.58,0.38,0.36
Arkansas,38,6,2,2,,,pass,Explosive,1D,,0.58,0.41,0.35
Arkansas,39,6,3,2,,,pass,Not successful,,,0.58,0.39,0.34
Arkansas,40,6,4,2,,,pass,Explosive,1D,6,0.58,0.42,0.33
Alabama,34,8,1,2,,,run,Explosive,1D,,0.60,0.75,0.63
Alabama,35,8,2,2,,,pass,Successful,,,0.60,0.77,0.61
Alabama,36,8,3,2,,,run,Not successful,,,0.57,0.77,0.62
Arkansas,41,7,1,3,3,3,run,Not successful,,,0.54,0.42,0.35
Arkansas,42,7,2,3,,,pass,Not successful,,,0.54,0.40,0.34
Arkansas,43,7,3,3,,,penalty,Not successful,,,0.54,0.40,0.34
Arkansas,44,7,4,3,,,pass,Not successful,,,0.54,0.38,0.33
Alabama,37,9,1,3,,3,pass,Explosive,,,0.57,0.79,0.60
Arkansas,45,8,1,3,,,pass,Not successful,,,0.54,0.37,0.33
Arkansas,46,8,2,3,,,pass,Not successful,,,0.54,0.36,0.32
Arkansas,47,8,3,3,,,pass,Not successful,,,0.54,0.34,0.31
Alabama,38,10,1,3,,,run,Successful,1D,,0.59,0.79,0.61
Alabama,39,10,2,3,,,run,Not successful,,,0.57,0.79,0.62
Alabama,40,10,3,3,,,run,Not successful,,,0.54,0.79,0.63
Alabama,41,10,4,3,,,pass,Successful,,6,0.54,0.80,0.62
Arkansas,48,9,1,3,,,run,Not successful,,,0.50,0.34,0.33
Arkansas,49,9,2,3,,,pass,Not successful,,,0.50,0.33,0.32
Arkansas,50,9,3,3,,,no play,Successful,1D,,0.50,0.33,0.32
Arkansas,51,9,4,3,,,pass,Not successful,,,0.50,0.32,0.31
Arkansas,52,9,5,3,,,no play,Successful,1D,,0.50,0.32,0.31
Arkansas,53,9,6,3,,,run,Not successful,,,0.47,0.32,0.33
Arkansas,54,9,7,3,,,pass,Not successful,,,0.47,0.31,0.32
Arkansas,55,9,8,3,,,run,Not successful,,,0.44,0.31,0.33
Arkansas,56,9,9,3,,,pass,Not successful,,,0.44,0.30,0.33
Alabama,42,11,1,3,,,run,Not successful,,,0.52,0.80,0.63
Alabama,43,11,2,3,,,pass,Not successful,,,0.52,0.75,0.61
Arkansas,57,10,1,3,,,run,Not successful,,,0.41,0.30,0.34
Arkansas,58,10,2,3,,,pass,Not successful,,,0.41,0.29,0.33
Arkansas,59,10,3,3,,,pass,Explosive,1D,,0.41,0.31,0.33
Arkansas,60,10,4,3,,,run,Not successful,,,0.39,0.31,0.34
Arkansas,61,10,5,3,,,pass,Not successful,,,0.39,0.31,0.33
Arkansas,62,10,6,3,,,pass,Successful,,6,0.39,0.32,0.33
Alabama,44,12,1,3,,,run,Not successful,,,0.50,0.75,0.62
Alabama,45,12,2,3,,,run,Not successful,,,0.48,0.75,0.63
Alabama,46,12,3,3,,,pass,Not successful,,,0.48,0.71,0.61
Arkansas,63,11,1,3,,,run,Not successful,,,0.37,0.32,0.34
Arkansas,64,11,2,3,,,pass,Not successful,,,0.37,0.32,0.33
Arkansas,65,11,3,3,,,no play,Successful,1D,,0.37,0.32,0.33
Arkansas,66,11,4,3,,,run,Successful,,,0.40,0.32,0.34
Arkansas,67,11,5,3,,,run,Not successful,,,0.38,0.32,0.36
Arkansas,68,11,6,3,,,run,Successful,1D,,0.41,0.32,0.37
Arkansas,69,11,7,4,4,4,pass,Not successful,,,0.41,0.31,0.36
Arkansas,70,11,8,4,,,pass,Explosive,1D,,0.41,0.33,0.35
Arkansas,71,11,9,4,,,run,Successful,,,0.43,0.33,0.37
Arkansas,72,11,10,4,,,run,Successful,1D,,0.46,0.33,0.38
Arkansas,73,11,11,4,,,pass,Not successful,,,0.46,0.32,0.37
Arkansas,74,11,12,4,,,pass,Not successful,,,0.46,0.31,0.36
Arkansas,75,11,13,4,,,pass,Not successful,,,0.46,0.30,0.36
Arkansas,76,11,14,4,,,pass,Successful,1D,,0.46,0.32,0.35
Arkansas,77,11,15,4,,,pass,Not successful,,,0.46,0.31,0.35
Arkansas,78,11,16,4,,,pass,Not successful,,,0.46,0.30,0.34
Arkansas,79,12,1,4,,,run,Not successful,,,0.44,0.30,0.35
Arkansas,80,12,2,4,,,no play,Not successful,,,0.44,0.30,0.35
Arkansas,81,12,3,4,,,run,Not successful,,,0.42,0.30,0.36
Arkansas,82,12,4,4,,,pass,Not successful,,,0.42,0.30,0.36
Alabama,47,14,1,4,,4,run,Explosive,1D,,0.50,0.71,0.62
Alabama,48,14,2,4,,,run,Successful,,,0.52,0.71,0.63
Alabama,49,14,3,4,,,run,Not successful,,,0.50,0.71,0.64
Alabama,50,14,4,4,,,run,Not successful,,,0.48,0.71,0.65
Arkansas,83,13,1,4,,,run,Successful,,,0.44,0.30,0.36
Arkansas,84,13,2,4,,,pass,Explosive,1D,,0.44,0.31,0.36
Arkansas,85,13,3,4,,,pass,Explosive,1D,,0.44,0.33,0.36
Arkansas,86,13,4,4,,,pass,Not successful,,,0.44,0.32,0.35
Arkansas,87,13,5,4,,,pass,Explosive,1D,,0.44,0.33,0.35
Arkansas,88,13,6,4,,,run,Successful,,,0.46,0.33,0.35
Arkansas,89,13,7,4,,,run,Successful,,6,0.48,0.33,0.36
Alabama,51,15,1,4,,,run,Not successful,,,0.47,0.71,0.65
Alabama,52,15,2,4,,,run,Not successful,,,0.45,0.71,0.66
Alabama,53,15,3,4,,,run,Not successful,,,0.44,0.71,0.67
Arkansas,90,14,1,4,,,pass,Successful,,,0.48,0.35,0.36
Arkansas,91,14,2,4,,,pass,Not successful,,,0.48,0.34,0.35
Arkansas,92,14,3,4,,,run,Successful,1D,,0.50,0.34,0.36
Arkansas,93,14,4,4,,,pass,Explosive,1D,,0.50,0.35,0.36
